MIN_FPS, AVG_FPS, MAX_FPS, CUBES,
25, 302, 369, 0,
128, 286, 323, 2500,
28, 277, 314, 5000,
129, 272, 302, 7500,
130, 269, 297, 10000,
25, 265, 295, 12500,
129, 262, 288, 15000,
128, 261, 287, 17500,
17, 255, 282, 20000,
124, 255, 278, 22500,
119, 251, 274, 25000,
24, 246, 276, 27500,
58, 246, 270, 30000,
106, 245, 269, 32500,
118, 242, 267, 35000,
