FPS, CUBES,
50, -1
50, 0
26, 1
72, 2
109, 3
248, 4
127, 5
228, 6
260, 7
121, 8
171, 9
136, 10
114, 11
249, 12
122, 13
226, 14
262, 15
124, 16
261, 17
264, 18
125, 19
272, 20
254, 21
278, 22
119, 23
248, 24
259, 25
121, 26
259, 27
269, 28
123, 29
276, 30
269, 31
123, 32
271, 33
255, 34
273, 35
124, 36
248, 37
263, 38
118, 39
254, 40
267, 41
124, 42
263, 43
272, 44
121, 45
245, 46
267, 47
120, 48
276, 49
250, 50
261, 51
118, 52
246, 53
252, 54
119, 55
254, 56
255, 57
122, 58
247, 59
266, 60
122, 61
266, 62
259, 63
120, 64
268, 65
266, 66
119, 67
267, 68
242, 69
114, 70
259, 71
243, 72
115, 73
254, 74
252, 75
253, 76
114, 77
238, 78
117, 79
246, 80
255, 81
274, 82
116, 83
251, 84
273, 85
118, 86
246, 87
265, 88
116, 89
251, 90
269, 91
115, 92
246, 93
270, 94
117, 95
249, 96
271, 97
116, 98
253, 99
277, 100
114, 101
248, 102
266, 103
115, 104
252, 105
262, 106
116, 107
258, 108
265, 109
112, 110
249, 111
262, 112
111, 113
235, 114
261, 115
116, 116
237, 117
257, 118
117, 119
248, 120
259, 121
117, 122
265, 123
252, 124
265, 125
117, 126
254, 127
251, 128
114, 129
259, 130
241, 131
112, 132
242, 133
263, 134
113, 135
213, 136
112, 137
249, 138
241, 139
113, 140
246, 141
252, 142
115, 143
242, 144
259, 145
116, 146
246, 147
261, 148
116, 149
221, 150
257, 151
117, 152
239, 153
254, 154
114, 155
235, 156
256, 157
114, 158
253, 159
257, 160
114, 161
259, 162
249, 163
116, 164
247, 165
259, 166
115, 167
251, 168
251, 169
112, 170
254, 171
256, 172
115, 173
248, 174
265, 175
110, 176
242, 177
269, 178
114, 179
248, 180
257, 181
112, 182
250, 183
252, 184
114, 185
254, 186
245, 187
114, 188
252, 189
261, 190
112, 191
253, 192
255, 193
115, 194
248, 195
254, 196
113, 197
231, 198
252, 199
114, 200
225, 201
268, 202
115, 203
260, 204
259, 205
118, 206
263, 207
256, 208
115, 209
217, 210
254, 211
116, 212
227, 213
255, 214
116, 215
248, 216
265, 217
116, 218
249, 219
261, 220
115, 221
247, 222
261, 223
108, 224
251, 225
261, 226
113, 227
258, 228
262, 229
114, 230
229, 231
257, 232
116, 233
260, 234
261, 235
116, 236
257, 237
261, 238
115, 239
242, 240
251, 241
115, 242
259, 243
251, 244
115, 245
253, 246
254, 247
113, 248
259, 249
257, 250
114, 251
252, 252
254, 253
263, 254
114, 255
247, 256
255, 257
114, 258
242, 259
267, 260
111, 261
244, 262
