MIN_FPS, AVG_FPS, MAX_FPS, CUBES,
28, 338, 380, 0,
107, 289, 324, 2500,
26, 279, 318, 5000,
135, 273, 303, 7500,
130, 269, 295, 10000,
26, 265, 297, 12500,
125, 263, 290, 15000,
123, 261, 288, 17500,
20, 251, 280, 20000,
129, 248, 282, 22500,
121, 243, 276, 25000,
23, 237, 275, 27500,
112, 243, 273, 30000,
107, 245, 270, 32500,
116, 242, 267, 35000,
